49.5404129028 88.3675003052 15.0459203720 0.5080001950 -1.4612340927 1.6097112894 487080768.0000000000 
38.6883926392 84.7737350464 80.5927810669 1.9198231697 1.8281496763 -1.5709416866 327672832.0000000000 
84.5339431763 22.7927207947 49.5019302368 -1.5409784317 -1.7470880747 -1.1044001579 20653824.0000000000 
23.5477886200 93.5931701660 52.1959075928 1.4758117199 -1.9075798988 0.9691737294 2215763968.0000000000 
90.3216857910 62.4975738525 74.0792236328 -0.4200943708 0.0864777565 1.4445780516 61852944.0000000000 
63.8182067871 76.5635147095 20.1224803925 -1.8984736204 0.3598225117 -1.8342106342 11952941.0000000000 
54.5861968994 14.5635499954 14.1423034668 -0.3373840451 -0.3988445699 0.5479271412 1315385344.0000000000 
46.6302757263 87.8667526245 51.6312599182 0.7231789231 1.2789592743 -1.8077839613 1372419840.0000000000 
85.5688476562 78.5576324463 42.1721763611 1.0085660219 -0.3516725004 -1.3571226597 376638688.0000000000 
93.9263610840 3.3799037933 17.1226119995 0.3615765274 1.1411979198 -0.4141252041 1544133632.0000000000 
39.2855567932 43.9590225220 63.2772445679 1.7022233009 0.3435348868 1.0334228277 838330752.0000000000 
97.8566589355 39.0870246887 85.7288513184 -0.2530035079 -0.9322710633 -0.4235910475 299821600.0000000000 
10.4201345444 43.1868247986 65.3027420044 1.7334305048 -1.0710682869 -1.5862340927 1713594368.0000000000 
64.7992172241 25.7445831299 81.6754302979 0.3108036518 -0.8337012529 -1.9288362265 433086656.0000000000 
7.0655598640 42.0154800415 78.7378997803 -0.1890552938 1.3691114187 -0.3551912010 934237120.0000000000 
42.4895477295 17.4563026428 71.1801376343 -0.3628786504 0.3043425381 0.2716607153 2124192256.0000000000 
85.4945678711 96.2839355469 97.5108108521 1.7085603476 -0.3480380177 0.5524870157 2143111424.0000000000 
63.2096672058 72.3039550781 53.7811622620 -0.8598325253 -1.9615879059 -0.4888847470 2164976640.0000000000 
29.1506938934 40.2156829834 5.2468390465 -0.5174308419 1.1913839579 1.3279883862 2044527872.0000000000 
62.2035408020 24.0089740753 20.7557048798 -1.7338750362 -0.3288041353 1.6075948477 1193537920.0000000000 
99.9832916260 46.8560066223 31.8966751099 1.2939140797 -0.2486474663 -0.8120023608 1873774080.0000000000 
84.5898895264 94.2275009155 59.2716102600 -0.0615748577 0.7036526203 -1.4030971527 1931691904.0000000000 
70.5662994385 54.4958572388 64.5769882202 1.9285776615 1.6746140718 0.7114791274 881021824.0000000000 
70.9326629639 51.8097076416 16.4700832367 -0.5967426300 1.0172014236 -0.5504630208 1056018624.0000000000 
15.2850236893 27.1641921997 88.8827819824 -1.3380128145 0.9463835359 -1.1008497477 2445232640.0000000000 
15.1482706070 52.1971931458 72.0941314697 -1.9263170958 -0.1655858755 -0.6697905064 1260940928.0000000000 
14.9635753632 46.4245605469 29.3675842285 1.2983256578 -1.9567167759 1.6615486145 2015285504.0000000000 
93.6271286011 57.7680778503 15.1702547073 0.5750130415 -1.5923398733 -0.6791319847 578508.5000000000 
83.3836212158 70.8577270508 41.5543479919 -1.9255923033 1.8124287128 -0.7101468444 432244864.0000000000 
70.0299911499 53.2262115479 16.6154289246 1.4271955490 -1.7169874907 1.5180393457 2185086976.0000000000 
53.8552284241 22.0847015381 38.4648284912 0.6733294129 0.7923248410 0.6254138350 1228821888.0000000000 
71.4300308228 55.7795410156 29.5910224915 0.5519292355 -1.3407723904 -0.1711230278 712294784.0000000000 
25.1133213043 78.3869247437 29.3567676544 -1.5320770741 -0.1026448235 0.8588528633 347572736.0000000000 
41.2688217163 3.3546767235 31.0461387634 -1.5399405956 0.3403891921 -0.1446770430 2427346432.0000000000 
63.9954910278 34.3688926697 83.3880233765 -1.2670236826 0.2195000201 -1.1126585007 2132246016.0000000000 
26.9617500305 87.6795272827 35.0126686096 1.8425588608 -0.2107495219 0.5725203753 1497966848.0000000000 
63.0081558228 11.3602800369 87.0837554932 1.5230331421 1.5408289433 -1.3301124573 1828225.7500000000 
37.0008544922 89.3298034668 13.7866678238 1.1506022215 1.6249530315 -0.1854689121 2251910144.0000000000 
47.2497787476 90.4827117920 88.0332107544 -1.4403828382 -0.9812180400 0.8601529598 809863936.0000000000 
79.3031311035 95.2790985107 17.7719917297 -1.7584304810 1.2695362568 0.0893291831 54348008.0000000000 
28.4285888672 15.3868074417 62.1067314148 1.5329878330 -0.9411351085 0.0081310924 1912567808.0000000000 
14.4996042252 67.6310272217 78.1982040405 0.0410194770 0.1949646026 1.6163808107 724676160.0000000000 
47.6432800293 34.8111648560 17.3154392242 1.7831584215 -0.9065177441 -1.7453961372 212667120.0000000000 
52.1481819153 78.7787170410 41.2467460632 -0.6438133121 0.8739405274 0.3474234641 1000730240.0000000000 
55.0267105103 9.8020849228 40.3754882812 1.2277302742 -0.9036861658 -1.8293279409 1726759808.0000000000 
53.9103584290 53.6886940002 44.4592132568 0.7053965926 -1.1116206646 -1.1126052141 450030976.0000000000 
76.2872161865 12.6447219849 47.6291580200 -1.0733182430 -0.0491690114 0.6396229267 444380832.0000000000 
74.7405014038 72.2880020142 26.9701881409 -0.8634758592 -0.0044347649 0.6896117926 1556156160.0000000000 
23.1335945129 25.2359066010 2.0603420734 1.0460792780 -0.5226901174 -0.2084411979 1414633600.0000000000 
62.1955757141 46.9165420532 26.5045013428 -1.3351725340 -1.8565646410 0.8488067389 2110248704.0000000000 
23.9277687073 91.6212539673 2.3927481174 -1.8715032339 -1.7592880726 -0.0128147891 659545600.0000000000 
53.7072486877 16.9642887115 44.9715270996 -0.7899829745 1.5165343285 0.8108197451 1462454016.0000000000 
38.3279609680 38.1597251892 19.6671905518 0.4079057872 0.5390517712 -1.0749332905 897756416.0000000000 
100.4049148560 66.1480331421 91.2214889526 0.5286347270 -1.3496235609 -1.2773557901 2003352064.0000000000 
19.6779651642 90.6867141724 65.2211227417 -0.1617422998 1.3028851748 0.6742639542 1220155648.0000000000 
88.5664978027 15.6282463074 73.9597167969 -0.2737135887 -0.7253209949 -1.2258371115 1835982080.0000000000 
19.8458728790 88.8764877319 32.0472564697 0.3077397645 -0.9116885066 0.1127909496 437093504.0000000000 
92.4222259521 75.4270401001 53.2299652100 1.6275632381 -0.2774859667 -0.1630932987 1351766272.0000000000 
60.6439781189 64.1782455444 36.1563224792 1.1720761061 0.1364125460 1.9535393715 624118720.0000000000 
35.1780509949 66.9857177734 73.7244491577 -1.0030832291 1.2841629982 -0.0508175306 1708804352.0000000000 
13.2045354843 68.6219482422 42.7430114746 -0.6560682654 0.3132874966 0.9535486698 2271830784.0000000000 
86.5429229736 24.4957656860 8.8315048218 1.0452191830 -1.9151422977 0.4789020121 1674031744.0000000000 
43.5065574646 8.5114259720 21.2454490662 -1.8035230637 0.8743493557 0.2179576755 2102602752.0000000000 
25.5610942841 52.7659263611 10.3859338760 0.4644206762 -1.2333283424 1.3217825890 2157428736.0000000000 
0.3771085441 29.8043556213 56.5070800781 -1.3663215637 -1.9933588505 1.8590261936 1225495936.0000000000 
57.9399528503 72.0312500000 39.8244094849 -0.2497069389 1.8581312895 -0.0670119002 499431104.0000000000 
98.4467163086 8.7080392838 85.2546920776 -0.2512560189 -1.2915560007 -1.6847993135 1219772032.0000000000 
87.8963546753 61.8948326111 32.5745506287 -1.4261807203 -1.3108544350 -0.3198862374 1892679680.0000000000 
36.4279747009 25.0705413818 60.6685600281 -0.4535365105 0.2692330182 -1.3378900290 1356066944.0000000000 
55.3014793396 14.4267349243 2.9962930679 -1.4058563709 1.3339811563 -0.2590387464 1464559232.0000000000 
80.9889373779 89.4589996338 79.1775970459 1.1416233778 -1.9500746727 0.6161783934 563570944.0000000000 
17.3817348480 72.9275817871 69.5026626587 -1.6701263189 -0.5524390340 -1.8294383287 569921984.0000000000 
55.4970512390 47.0331840515 98.9155578613 1.6287767887 0.8419331312 0.4025803506 734502528.0000000000 
28.9694747925 78.7684860229 85.0952529907 1.3696414232 1.6034964323 1.4709103107 2480024832.0000000000 
73.6492462158 28.8972244263 57.2350540161 0.1231733710 -1.1455401182 -0.5509125590 797562752.0000000000 
22.5292797089 2.8592462540 53.4764404297 -0.3230179846 1.0240054131 -0.9669864774 1256816128.0000000000 
12.6224441528 31.0542201996 73.9277954102 0.6401371360 1.0456992388 0.8541858196 1415090176.0000000000 
48.1862144470 30.4556274414 86.7612686157 0.9877111316 -1.6231065989 0.7714070678 1477488896.0000000000 
100.4141616821 57.9583168030 56.9449501038 0.9065268636 1.4708884954 -1.3545209169 659654528.0000000000 
7.2183799744 52.5956497192 56.7971420288 -0.7547352910 0.1668996662 -1.4900997877 1818342016.0000000000 
29.2420177460 39.2557373047 24.8488254547 -0.3336259127 0.7443516850 1.8423881531 185413024.0000000000 
46.3960075378 69.6407012939 64.0178375244 1.6727738380 1.9935920238 -0.0055450844 1667825408.0000000000 
7.3176259995 20.6560230255 27.1792011261 -1.6545540094 1.0472973585 1.3688328266 2037424256.0000000000 
63.4587059021 0.3099457920 8.5344123840 0.8224827051 0.1208160892 0.6556776166 36154884.0000000000 
6.3563513756 77.6009292603 76.0643386841 -0.5297719836 -1.3086850643 1.8852896690 1950815488.0000000000 
85.1633605957 93.6939239502 85.4231872559 -0.7767121196 0.4273952246 -0.0304165818 564468928.0000000000 
61.4261817932 98.2319488525 87.8941345215 0.7823624015 -1.2470384836 -1.4007424116 1952355072.0000000000 
95.4947433472 101.1934890747 60.2892646790 0.3058852851 1.9722564220 0.6977502704 710852224.0000000000 
52.3970108032 32.1469879150 28.0439357758 0.3580923378 -1.4979333878 -1.8354884386 2384998912.0000000000 
28.6080360413 3.0320625305 73.7841567993 -1.3619329929 1.7905706167 0.3485806584 1164296832.0000000000 
54.0618705750 6.6671223640 69.4824981689 -1.3575930595 -1.6800036430 0.3254898489 2142027136.0000000000 
25.7926845551 74.4546661377 62.7109870911 -1.1135263443 0.9057610631 -1.0634077787 1997828352.0000000000 
71.1444702148 89.8137969971 7.8761949539 -1.0396643877 -1.0338065624 -0.4718238413 2078688128.0000000000 
37.7180023193 42.0282745361 78.6202697754 0.6803203821 -0.2606534660 0.0666851625 2073021056.0000000000 
39.7836875916 9.6336555481 31.4405479431 1.7439510822 -1.2248250246 1.9499361515 238128848.0000000000 
